Entering constructor for: ReviewPal.ReviewPal2013.DrSmellPackage
Entering Initialize() of: ReviewPal.ReviewPal2013.DrSmellPackage
2022-12-04 08:37:35Z : PB = 620113920 : In   : ---------------------------- StyleCop.StyleCopCore..ctor(environment=<null>, hostTag=<null>)
2022-12-04 09:31:01Z : PB = 958971904 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:31:01Z : PB = 958971904 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:31:01Z : PB = 962306048 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:31:01Z : PB = 962306048 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:31:01Z : PB = 962306048 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:31:01Z : PB = 962306048 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:31:01Z : PB = 962306048 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:31:01Z : PB = 962306048 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:31:01Z : PB = 962306048 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:31:01Z : PB = 962306048 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:31:02Z : PB = 965320704 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:31:02Z : PB = 965320704 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:31:02Z : PB = 965320704 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:31:02Z : PB = 965320704 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:31:02Z : PB = 965320704 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:31:02Z : PB = 965165056 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:31:02Z : PB = 965165056 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:31:02Z : PB = 965165056 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:31:02Z : PB = 968511488 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:31:02Z : PB = 968511488 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:31:02Z : PB = 968511488 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:31:02Z : PB = 968511488 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:31:02Z : PB = 968511488 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:31:02Z : PB = 968511488 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:31:02Z : PB = 968511488 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:31:02Z : PB = 968511488 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:31:02Z : PB = 971960320 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:31:02Z : PB = 971960320 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:31:02Z : PB = 971960320 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:31:02Z : PB = 971960320 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:31:02Z : PB = 971960320 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:31:02Z : PB = 971960320 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:31:02Z : PB = 971960320 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:31:02Z : PB = 971960320 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:31:02Z : PB = 976257024 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:31:02Z : PB = 975552512 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:31:02Z : PB = 975552512 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:31:02Z : PB = 975552512 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:31:02Z : PB = 975552512 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:31:02Z : PB = 975552512 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:31:02Z : PB = 975552512 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:31:02Z : PB = 975552512 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:31:02Z : PB = 979644416 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:31:02Z : PB = 979644416 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:31:02Z : PB = 979644416 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:31:02Z : PB = 979644416 : Out  : --------- StyleCop.StyleCopThread.DoWork()
2022-12-04 09:31:02Z : PB = 979644416 : Out  : -------- StyleCop.StyleCopCore.RunWorkerThreads()=True
2022-12-04 09:31:02Z : PB = 979644416 : Out  : ------- StyleCop.StyleCopCore.Analyze()
2022-12-04 09:31:02Z : PB = 979644416 : Out  : ------ StyleCop.StyleCopCore.FullAnalyze()
2022-12-04 09:31:02Z : PB = 979644416 : In   : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete(sender=[AnalysisThread], e=[EventArgs])
2022-12-04 09:31:02Z : PB = 979644416 : In   : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain(sender=[AnalysisThread], e=[EventArgs])
2022-12-04 09:31:03Z : PB = 979533824 : Out  : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain()
2022-12-04 09:31:03Z : PB = 979533824 : Out  : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete()
2022-12-04 09:31:03Z : PB = 979533824 : Out  : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-12-04 09:32:29Z : PB = 912543744 : In   : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze(full=True, type={Solution}, analysisFileManager=<missing>)
2022-12-04 09:32:29Z : PB = 914296832 : In   : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-12-04 09:32:29Z : PB = 914296832 : Out  : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze()
2022-12-04 09:32:29Z : PB = 914296832 : In   : ------ StyleCop.StyleCopCore.FullAnalyze(projects=[List<CodeProject>: Count = 3])
2022-12-04 09:32:29Z : PB = 913653760 : In   : ------- StyleCop.StyleCopCore.Analyze(projects=[List<CodeProject>: Count = 3], ignoreCache=True, settingsPath=<null>)
2022-12-04 09:32:29Z : PB = 913653760 : In   : -------- StyleCop.StyleCopCore.RunWorkerThreads(data=[Data], count=1)
2022-12-04 09:32:29Z : PB = 913653760 : In   : --------- StyleCop.StyleCopThread.DoWork(sender=<null>)
2022-12-04 09:32:29Z : PB = 913653760 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:32:29Z : PB = 913657856 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:32:29Z : PB = 913657856 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:32:29Z : PB = 913657856 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:32:29Z : PB = 913657856 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:32:29Z : PB = 917352448 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:32:29Z : PB = 917352448 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:32:29Z : PB = 917352448 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:32:29Z : PB = 917352448 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:32:29Z : PB = 917352448 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:32:29Z : PB = 916774912 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:32:29Z : PB = 916463616 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:32:29Z : PB = 916463616 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:32:29Z : PB = 919781376 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:32:29Z : PB = 919781376 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:32:29Z : PB = 919781376 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:32:29Z : PB = 919781376 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:32:29Z : PB = 919781376 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:32:29Z : PB = 919781376 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:32:29Z : PB = 919781376 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:32:29Z : PB = 919781376 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:32:29Z : PB = 923860992 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:32:29Z : PB = 923860992 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:32:29Z : PB = 923860992 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:32:29Z : PB = 923860992 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:32:29Z : PB = 923860992 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:32:29Z : PB = 923860992 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:32:29Z : PB = 923860992 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:32:29Z : PB = 923860992 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:32:29Z : PB = 927285248 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:32:29Z : PB = 927285248 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:32:29Z : PB = 927285248 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:32:29Z : PB = 927285248 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:32:29Z : PB = 927285248 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:32:29Z : PB = 926711808 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:32:29Z : PB = 926711808 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:32:29Z : PB = 926711808 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:32:29Z : PB = 930136064 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:32:29Z : PB = 930136064 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:32:29Z : PB = 930136064 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:32:29Z : PB = 930136064 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:32:29Z : PB = 930136064 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:32:29Z : PB = 930136064 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:32:29Z : PB = 930136064 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:32:29Z : PB = 930136064 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:32:29Z : PB = 934113280 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:32:29Z : PB = 934113280 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:32:29Z : PB = 934113280 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:32:29Z : PB = 934113280 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:32:29Z : PB = 934113280 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:32:29Z : PB = 934113280 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:32:29Z : PB = 934113280 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:32:29Z : PB = 934113280 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:32:29Z : PB = 937754624 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:32:29Z : PB = 937754624 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:32:29Z : PB = 937754624 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:32:30Z : PB = 937754624 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:32:30Z : PB = 937754624 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:32:30Z : PB = 937754624 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:32:30Z : PB = 937754624 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:32:30Z : PB = 937086976 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:32:30Z : PB = 941297664 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:32:30Z : PB = 941297664 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:32:30Z : PB = 941297664 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:32:30Z : PB = 941297664 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:32:30Z : PB = 941297664 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:32:30Z : PB = 940687360 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:32:30Z : PB = 940687360 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:32:30Z : PB = 940687360 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:32:30Z : PB = 943915008 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:32:30Z : PB = 943915008 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:32:30Z : PB = 943915008 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:32:30Z : PB = 943915008 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:32:30Z : PB = 943915008 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:32:30Z : PB = 943915008 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:32:30Z : PB = 943915008 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:32:30Z : PB = 943915008 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:32:30Z : PB = 947576832 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:32:30Z : PB = 947576832 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:32:30Z : PB = 947576832 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:32:30Z : PB = 947576832 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:32:30Z : PB = 947576832 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:32:30Z : PB = 947576832 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:32:30Z : PB = 947576832 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
